itemLabel,birthplaceLabel,birthdate,coord,deathplaceLabel,praenomenLabel,gensLabel,cognomenLabel,fatherLabel,motherLabel
Gaius Caesar,Rome,-0019-01-01T00:00:00Z,Point(12.482777777 41.893055555),Lycia,Gaius,Vipsania gens,Caesar,Augustus,Julia the Elder
Gaius Caesar,Rome,-0019-01-01T00:00:00Z,Point(12.482777777 41.893055555),Lycia,Gaius,Julia gens,Agrippa,Augustus,Julia the Elder
Gaius Caesar,Rome,-0019-01-01T00:00:00Z,Point(12.482777777 41.893055555),Lycia,Gaius,Vipsania gens,Agrippa,Augustus,Julia the Elder
Gaius Caesar,Rome,-0019-01-01T00:00:00Z,Point(12.482777777 41.893055555),Lycia,Gaius,Julia gens,Caesar,Marcus Vipsanius Agrippa,Julia the Elder
Gaius Caesar,Rome,-0019-01-01T00:00:00Z,Point(12.482777777 41.893055555),Lycia,Gaius,Vipsania gens,Caesar,Marcus Vipsanius Agrippa,Julia the Elder
Gaius Caesar,Rome,-0019-01-01T00:00:00Z,Point(12.482777777 41.893055555),Lycia,Gaius,Julia gens,Agrippa,Marcus Vipsanius Agrippa,Julia the Elder
Gaius Caesar,Rome,-0019-01-01T00:00:00Z,Point(12.482777777 41.893055555),Lycia,Gaius,Vipsania gens,Agrippa,Marcus Vipsanius Agrippa,Julia the Elder
Lucius Aemilius Paullus Macedonicus,Rome,-0228-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,Lucius,Aemilia gens,Macedonicus,Lucius Aemilius Paullus,t2217738940
Lucius Aemilius Paullus Macedonicus,Rome,-0228-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,Lucius,Aemilia gens,Paullus,Lucius Aemilius Paullus,t2217738940
Gaius Julius Hyginus,Spain,-0063-01-01T00:00:00Z,Point(-3.5 40.2),Rome,Gaius,Julia gens,,,
Pachomius the Great,Esna,0292-01-01T00:00:00Z,Point(32.556389 25.293333),Egypt,,,,,
Gaius Lucilius,Sessa Aurunca,-0179-01-01T00:00:00Z,Point(13.933333333 41.233333333),Naples,Gaius,Lucilia gens,,t2250878353,t2250878352
Avidius Cassius,Cyrrhus,0130-01-01T00:00:00Z,Point(36.95916667 36.74416667),Egypt,Gaius,Cassia gens,,Gaius Avidius Heliodorus,Julia Cassia Alexandra
Sextus Pompeius Festus,Narbonne,,Point(3.003611111 43.184722222),,Sextus,Pompeia gens,Festus,,
Sextus Julius Caesar,ancient Rome,-0150-01-01T00:00:00Z,Point(12.48 41.89),Ascoli Piceno,Sextus,Julia gens,Caesar,Gaius Julius Caesar,Marcia
Sidonius Apollinaris,Lugdunum,0430-11-06T00:00:00Z,Point(4.819444444 45.759722222),Arvernis,,,,,
Marcian of Tortona,Province of Alessandria,0100-01-01T00:00:00Z,Point(8.62 44.913333333),Tortona,,,,,
Lucius Postumius Albinus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2119169680,Lucius,Postumia gens,,Aulus Postumius Albinus,t2119169693
Ulpian,Tyre,0170-01-01T00:00:00Z,Point(35.2 33.266666666),Rome,Gnaeus,Domitia gens,,,
Iamblichus,Chalkida,0250-01-01T00:00:00Z,Point(23.595 38.4625),,,,,,
Titus Labienus,Cingoli,-0097-01-01T00:00:00Z,Point(13.216355555 43.37415),Munda,Titus,Labiena gens,,t2190285046,t2190285053
Lucius Accius,Pesaro,-0169-01-01T00:00:00Z,Point(12.9133 43.91015),Rome,Lucius,Accia gens,,t2227505470,t2227505471
Orosius,Braga,0385-01-01T00:00:00Z,Point(-8.416666666 41.533333333),,,,,,
Marcus Antonius Antyllus,Rome,-0045-01-01T00:00:00Z,Point(12.482777777 41.893055555),,Marcus,Antonia gens,,Mark Antony,Fulvia
Aulus Avilius Flaccus,Rome,-0100-01-01T00:00:00Z,Point(12.482777777 41.893055555),Andros,Aulus,Avillia gens,Flaccus,,
Aulus Postumius Albinus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2119176767,Aulus,Postumia gens,,t2119176764,t2119176727
Lucius Siccius Dentatus,ancient Rome,-0513-01-01T00:00:00Z,Point(12.48 41.89),t2271675798,Lucius,Siccia gens,Dentatus,t2271675800,t2271675796
Marcus Atilius Regulus Calenus,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2126996272,Marcus,Atilia gens,Regulus,t2126996276,t2126996269
Marcus Atilius Regulus Calenus,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2126996272,Marcus,Atilia gens,Calenus,t2126996276,t2126996269
Antiochus of Sulcis,Mauretania,0095-01-01T00:00:00Z,Point(-6.59179688 32.06),Sardinia,,,,,
Marcus Minucius Rufus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),Cannae,Marcus,Minucia gens,,t2255439592,t2255439594
Publius Furius Philus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2119176889,Publius,Furia gens,,t2119176908,t2119176903
Publius Antistius,Rome,-0200-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,Publius,Antistia gens,,t2263277277,t2263277279
Publius Claudius Pulcher,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2130280726,Publius,Claudia gens,,Appius Claudius Pulcher,t2130280769
Lucius Caecilius Metellus,ancient Rome,-0129-01-01T00:00:00Z,Point(12.48 41.89),t2151565419,Lucius,Caecilia gens,,Lucius Caecilius Metellus Dalmaticus,t2151565422
Trebatius Testa,Velia,-0083-01-01T00:00:00Z,Point(15.154444444 40.159444444),Rome,Gaius,,,,
Hostius,ancient Rome,-0150-01-01T00:00:00Z,Point(12.48 41.89),t2169114024,t2169114025,Hostia gens,,t2169114021,t2169114026
Lucius Furius Camillus,ancient Rome,-0350-01-01T00:00:00Z,Point(12.48 41.89),t2164138625,Lucius,Furia gens,,Marcus Furius Camillus,t2164138629
Manius Otacilius Crassus,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2119177078,Manius,Otacilia gens,,t2119177100,t2119177070
Publius Clodius Thrasea Paetus,Padua,0100-01-01T00:00:00Z,Point(11.877777777 45.406388888),Rome,Publius,Clodia gens,,,
Salvidienus Rufus,ancient Rome,-0100-01-01T00:00:00Z,Point(12.48 41.89),Rome,Quintus,Salvia gens,,t2261300398,t2261300400
Publius Sulpicius Saverrio,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2124918840,Publius,Sulpicia gens,,t2124918844,t2124918839
Gaius Nautius Rutilus,ancient Rome,-0550-01-01T00:00:00Z,Point(12.48 41.89),t2119177260,Gaius,Nautia gens,Rutilus,t2119177269,t2119177241
Sextus Quinctilius Varus,ancient Rome,-0078-01-01T00:00:00Z,Point(12.48 41.89),t2124921577,Sextus,Quinctilia gens,,Sextus Quinctilius Varus,t2124921571
Quintus Sulpicius Camerinus Praetextatus,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2264230591,Quintus,Sulpicia gens,Camerinus,Servius Sulpicius Camerinus Cornutus,t2264230585
Quintus Sulpicius Camerinus Praetextatus,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2264230591,Quintus,Sulpicia gens,Praetextatus,Servius Sulpicius Camerinus Cornutus,t2264230585
Caeso Quinctius,ancient Rome,-0450-01-01T00:00:00Z,Point(12.48 41.89),t2251258854,Caeso,Quinctia gens,,Lucius Quinctius Cincinnatus,t2251258850
Apelles of Heraklion,Heraklion,,Point(25.134444444 35.340277777),İzmir,,,,,
Appius Claudius Sabinus Regillensis,ancient Rome,-0550-01-01T00:00:00Z,Point(12.48 41.89),t2178713039,Appius,Claudia gens,,Appius Claudius Sabinus Inregillensis,t2178713040
Appius Claudius Pulcher,ancient Rome,-0074-01-01T00:00:00Z,Point(12.48 41.89),t2236661267,Appius,Claudia gens,,Gaius Claudius Pulcher,t2236661278
Marcus Curtius,ancient Rome,,Point(12.48 41.89),Roman Forum,Marcus,Curtia gens,,t2119177402,t2119177425
Marcus Aurelius Cleander,Phrygia,0200-01-01T00:00:00Z,Point(31.0 39.0),Rome,Marcus,Aurelia gens,,,
Gaius Cornelius Cethegus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2141748770,Gaius,Cornelia gens,,t2141748775,t2141748771
Quintus Fabius Vibulanus,ancient Rome,-0600-01-01T00:00:00Z,Point(12.48 41.89),Veii,Quintus,Fabia gens,Vibulanus,Q99774707,t2110220029
Aulus Cascellius,ancient Rome,t2164146730,Point(12.48 41.89),t2164146734,Aulus,Cascellia gens,,t2164146727,t2164146729
Quintus Lucretius Ofella,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2267573901,Quintus,Lucretia gens,,t2267573903,t2267573902
Quintus Manlius Vulso,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2124922050,Quintus,Manlia gens,Capitolinus,t2124922051,t2124922047
Quintus Manlius Vulso,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2124922050,Quintus,Manlia gens,Vulso,t2124922051,t2124922047
Gaius Fufius Geminus,Urbisaglia,-0050-01-01T00:00:00Z,Point(13.377338888 43.197261111),Rome,Gaius,Fufia gens,,Gaius Fufius Geminus,Vitia
Publius Minucius Augurinus,Rome,-0550-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2164147575,Publius,Minucia gens,,t2164147576,t2164147578
Publius Canidius Crassus,ancient Rome,-0050-01-01T00:00:00Z,Point(12.48 41.89),Egypt,Publius,Canidia gens,Crassus,t2254817948,t2254817946
Titus Numicius Priscus,Rome,-0450-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2164147440,Titus,Numicia gens,,t2164147441,t2164147439
Quintus Servilius Priscus Structus Fidenas,ancient Rome,-0450-01-01T00:00:00Z,Point(12.48 41.89),t2239910230,Quintus,Servilia gens,Structus,Publius Servilius Priscus,t2239910228
Quintus Servilius Priscus Structus Fidenas,ancient Rome,-0450-01-01T00:00:00Z,Point(12.48 41.89),t2239910230,Quintus,Servilia gens,Fidenas,Publius Servilius Priscus,t2239910228
Quintus Servilius Priscus Structus Fidenas,ancient Rome,-0450-01-01T00:00:00Z,Point(12.48 41.89),t2239910230,Quintus,Servilia gens,Priscus,Publius Servilius Priscus,t2239910228
Gnaeus Manlius Cincinnatus,Rome,-0550-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2124623812,Gnaeus,Manlia gens,Cincinnatus,t2124623808,t2124623814
Magnus,Narbonne,0390-01-01T00:00:00Z,Point(3.003611111 43.184722222),,,Flavia gens,,,
Magnus,Narbonne,0405-01-01T00:00:00Z,Point(3.003611111 43.184722222),,,Flavia gens,,,
Publius Licinius Calvus Esquilinus,Rome,-0500-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,Publius,Licinia gens,Calvus,t2259723666,t2259723669
Publius Licinius Calvus Esquilinus,Rome,-0500-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,Publius,Licinia gens,Esquilinus,t2259723666,t2259723669
Lucius Cuspius Pactumeius Rufinus,Pergamon,0050-01-01T00:00:00Z,Point(27.183333 39.116667),,Lucius,Cuspia gens,,Q12285209,
Lucius Papirius Mugillanus,ancient Rome,-0450-01-01T00:00:00Z,Point(12.48 41.89),t2122778528,Lucius,Papiria gens,Mugillanus,t2122778534,t2122778531
Marcus Vitorius Marcellus,Teate,0060-01-01T00:00:00Z,Point(14.168101 42.346992),,Marcus,,,,
Spurius Furius Medullinus,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2124923608,Spurius,Furia gens,,Lucius Furius Medullinus,t2124923607
Arminius,Weser,-0016-01-01T00:00:00Z,Point(9.64806 51.42139),Germania,Gaius,Julia gens,,Segimer,
Arminius,Weser,-0016-01-01T00:00:00Z,Point(8.522222 53.561111),Germania,Gaius,Julia gens,,Segimer,
Catiline,Rome,-0107-01-01T00:00:00Z,Point(12.482777777 41.893055555),Pistoia,Lucius,Sergia gens,Catilina,t2269843311,t2269843310
Saint Cecilia,Rome,0200-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,,Caecilia gens,,,
Pliny the Elder,Como,0020-01-01T00:00:00Z,Point(9.086138888 45.81025),Stabiae,Gaius,Plinia gens,Secundus,,
Lucius Postumius Megellus,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2143323316,Lucius,Postumia gens,Megellus,t2143323308,t2143323310
Lucius Postumius Megellus,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2143323317,Lucius,Postumia gens,Megellus,t2143323308,t2143323310
Marcellus I,Rome,t2176185610,Point(12.482777777 41.893055555),Rome,,,,,
Julius I,Rome,0280-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,,,,,
Julius Nepos,Dalmatia,0430-01-01T00:00:00Z,Point(16.218756 43.812761),Split,t2223325331,Julia gens,Nepos,Nepotianus,
Marcus Aemilius Lepidus,Rome,-0088-01-01T00:00:00Z,Point(12.482777777 41.893055555),Circeii,Marcus,Aemilia gens,Lepidus,Marcus Aemilius Lepidus,Appuleia
Arius,Cyrenaica,0250-01-01T00:00:00Z,Point(21.2146 32.530316),Constantinople,,,,,
Cornelius Nepos,Ostiglia,-0099-01-01T00:00:00Z,Point(11.13641 45.0703901),Rome,t2270674211,Cornelia gens,Nepos,t2270674209,t2270674208
Tibullus,Gabii,-0049-01-01T00:00:00Z,Point(12.715833333 41.886888888),Rome,t2227385816,Albia gens,,t2227385819,t2227385817
Pseudo-Marius,Rome,-0100-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2179677142,Gaius,Amatia gens,,t2179677139,t2179677137
Saint Afra,Augsburg,0300-01-01T00:00:00Z,Point(10.898333333 48.371666666),Augsburg,,,,,
Gaius Julius Priscus,Damascus,0250-01-01T00:00:00Z,Point(36.291944444 33.513055555),,Gaius,Julia gens,,Julius Marinus,
Sejanus,Volsinii,-0019-06-01T00:00:00Z,Point(11.9858 42.6447),Rome,Lucius,Aelia gens,,Lucius Seius Strabo,Junia Blaesa
Sejanus,Volsinii,-0019-06-01T00:00:00Z,Point(11.9858 42.6447),Rome,Lucius,Aelia gens,,Sextus Aelius Catus,Junia Blaesa
Lucius Domitius Ahenobarbus,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),Rome,Lucius,Domitia gens,Ahenobarbus,Gnaeus Domitius Ahenobarbus,t2119115308
Lucius Domitius Ahenobarbus,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2119115301,Lucius,Domitia gens,Ahenobarbus,Gnaeus Domitius Ahenobarbus,t2119115308
Gnaeus Cornelius Scipio Hispallus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),Cumae,Gnaeus,Cornelia gens,Scipio,Gnaeus Cornelius Scipio Calvus,t2124850092
Gnaeus Cornelius Scipio Hispallus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2124850090,Gnaeus,Cornelia gens,Scipio,Gnaeus Cornelius Scipio Calvus,t2124850092
Gnaeus Cornelius Scipio Hispallus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),Cumae,Gnaeus,Cornelia gens,Hispallus,Gnaeus Cornelius Scipio Calvus,t2124850092
Gnaeus Cornelius Scipio Hispallus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2124850090,Gnaeus,Cornelia gens,Hispallus,Gnaeus Cornelius Scipio Calvus,t2124850092
Publius Cornelius Sulla,ancient Rome,t2228534204,Point(12.48 41.89),t2228534209,Publius,Cornelia gens,Sulla,Publius Cornelius Sulla,t2228534205
Quintus Mamilius Vitulus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2164137012,Quintus,Mamilia gens,Vitulus,t2164137013,t2164137008
Quintus Mamilius Vitulus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2164137017,Quintus,Mamilia gens,Vitulus,t2164137013,t2164137008
Constantius Chlorus,Dardania,0250-03-31T00:00:00Z,Point(21.88333333 43.31666667),Eboracum,t2224522490,Valeria gens,,Flavius Eutropius,
Constantius Chlorus,Dardania,0250-03-31T00:00:00Z,Point(21.88333333 43.31666667),Eboracum,t2224522490,Flavia gens,,Flavius Eutropius,
Plotinus,Asyut,0205-01-01T00:00:00Z,Point(31.171388888 27.186944444),Minturno,,,,,
Josephus,Jerusalem,0037-01-01T00:00:00Z,Point(35.216666666 31.783333333),Rome,Titus,Flavia gens,,Matthias,
Marcus Fulvius Paetinus,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2124850547,Marcus,Fulvia gens,Paetinus,t2124850548,t2124850555
Marcus Fulvius Paetinus,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2124850554,Marcus,Fulvia gens,Paetinus,t2124850548,t2124850555
Alexius of Rome,Rome,0400-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,,,,,
Gaius Julius Iulus,Rome,-0600-01-01T00:00:00Z,Point(12.482777777 41.893055555),ancient Rome,Gaius,Julia gens,Jullus,t2119115579,t2119115587
Gaius Julius Iulus,Rome,-0500-01-01T00:00:00Z,Point(12.482777777 41.893055555),ancient Rome,Gaius,Julia gens,Jullus,t2119115579,t2119115587
Lucius Tarutius Firmanus,Fermo,-0100-01-01T00:00:00Z,Point(13.7181 43.160419444),t2160959859,Lucius,Tarutia gens,Firmanus,t2160959862,t2160959860
Aulus Terentius Varro,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2124854333,Aulus,Terentia gens,Varro,Gaius Terentius Varro,t2124854335
Aulus Terentius Varro,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2124854336,Aulus,Terentia gens,Varro,Gaius Terentius Varro,t2124854335
Eusebius of Caesarea,Caesarea Maritima,0265-01-01T00:00:00Z,Point(34.899722222 32.5),Caesarea Maritima,,,,,
Gnaeus Fulvius Maximus Centumalus,Rome,-0300-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2119113158,Gnaeus,Fulvia gens,Maximus,t2119113157,t2119113160
Gnaeus Fulvius Maximus Centumalus,Rome,-0300-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2119113158,Gnaeus,Fulvia gens,Centumalus,t2119113157,t2119113160
Pomponia Caecilia Attica,ancient Rome,-0054-01-01T00:00:00Z,Point(12.48 41.89),,,Caecilia gens,Attica,Titus Pomponius Atticus,Pilia
Agrippina the Younger,Cologne,0015-11-04T00:00:00Z,Point(6.957777777 50.942222222),Miseno,,Julia gens,Agrippina,Germanicus,Agrippina the Elder
Gaius Aquillius Florus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2245494913,Gaius,Aquillia gens,,t2245494915,t2245494919
Gaius Aquillius Florus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2245494917,Gaius,Aquillia gens,,t2245494915,t2245494919
Gaius Claudius Centho,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2164120840,Gaius,Claudia gens,,Appius Claudius Caecus,t2164120845
Gaius Claudius Centho,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2164120844,Gaius,Claudia gens,,Appius Claudius Caecus,t2164120845
Publius Decius Mus,ancient Rome,,Point(12.48 41.89),t2199890562,Publius,Decia gens,,Publius Decius Mus,t2199890563
Publius Decius Mus,ancient Rome,,Point(12.48 41.89),t2199890565,Publius,Decia gens,,Publius Decius Mus,t2199890563
Nero Claudius Drusus,Rome,-0037-01-14T00:00:00Z,Point(12.482777777 41.893055555),Germania,Decimus,Claudia gens,Drusus,Tiberius Claudius Nero,Livia
Nero Claudius Drusus,Rome,-0037-01-14T00:00:00Z,Point(12.482777777 41.893055555),Germania,Nero,Claudia gens,Drusus,Tiberius Claudius Nero,Livia
Honorius,Constantinople,0384-09-09T00:00:00Z,Point(28.976018 41.01224),Ravenna,,Flavia gens,,Theodosius I,Aelia Flaccilla
Eusebius,Sardinia,t2197795291,Point(9.083333333 40.05),Sicilia,,,,,
Celestine I,Rome,0400-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,,,,,
Fausta Cornelia,Ancient Greece,-0087-01-01T00:00:00Z,Point(24.59412 38.59932),t2119107981,Fausta,Cornelia gens,,Sulla,Caecilia Metella Dalmatica
Catullus,Verona,-0083-01-01T00:00:00Z,Point(10.992777777 45.438611111),Rome,Gaius,Valeria gens,,t2261163800,t2261163802
Saint Fabiola,Rome,0400-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,,,,,
Menas of Egypt,Memphis,0285-01-01T00:00:00Z,Point(31.25934 29.85412),Phrygia,,,,,
Publius Manlius Vulso,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2124856387,Publius,Manlia gens,Vulso,Marcus Manlius Vulso,t2124856386
Publius Manlius Vulso,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2124856388,Publius,Manlia gens,Vulso,Marcus Manlius Vulso,t2124856386
Drusus Caesar,Rome,0007-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,Drusus,Julia gens,Caesar,Germanicus,Agrippina the Elder
Caius Genucius Clepsina,ancient Rome,-0350-01-01T00:00:00Z,Point(12.48 41.89),t2237066483,Gaius,Genucia gens,,Lucius Genucius Aventinensis,t2237066494
Caius Genucius Clepsina,ancient Rome,-0350-01-01T00:00:00Z,Point(12.48 41.89),t2237066486,Gaius,Genucia gens,,Lucius Genucius Aventinensis,t2237066494
Marcus Fulvius Nobilior,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2119113732,Marcus,Fulvia gens,,Marcus Fulvius Nobilior,t2119113729
Marcus Fulvius Nobilior,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2119113736,Marcus,Fulvia gens,,Marcus Fulvius Nobilior,t2119113729
Pliny the Younger,Como,0061-01-01T00:00:00Z,Point(9.086138888 45.81025),Bithynia,Gaius,Caecilia gens,Secundus,,
Pliny the Younger,Como,0061-01-01T00:00:00Z,Point(9.086138888 45.81025),Bithynia,Gaius,Plinia gens,Secundus,,
Simplicius,Tivoli,0420-01-01T00:00:00Z,Point(12.8 41.966666666),Rome,,,,,
Valentinian III,Ravenna,0419-07-03T00:00:00Z,Point(12.199444444 44.417777777),Rome,,,,Constantius III,Galla Placidia
Helena Augusta,Helenopolis,0250-01-01T00:00:00Z,Point(29.5 40.72),Constantinople,,,,,
Helena Augusta,Helenopolis,0250-01-01T00:00:00Z,Point(29.5 40.72),Nicomedia,,,,,
Origen,Alexandria,0184-01-01T00:00:00Z,Point(29.916666666 31.2),Tyre,,,,Leonides of Alexandria,
Origen,Alexandria,0185-01-01T00:00:00Z,Point(29.916666666 31.2),Tyre,,,,Leonides of Alexandria,
Origen,Alexandria,0184-01-01T00:00:00Z,Point(29.916666666 31.2),Caesarea Maritima,,,,Leonides of Alexandria,
Origen,Alexandria,0185-01-01T00:00:00Z,Point(29.916666666 31.2),Caesarea Maritima,,,,Leonides of Alexandria,
Apuleius,M'Daourouch,0125-01-01T00:00:00Z,Point(7.8201 36.0759),Carthage,Lucius,Appuleia gens,,,
Anthony the Great,Herakleopolis Magna,0251-01-01T00:00:00Z,Point(30.93333 29.08333),Thebes,,Antonia gens,,,
Anthony the Great,Herakleopolis Magna,0251-01-01T00:00:00Z,Point(30.934444 29.085556),Thebes,,Antonia gens,,,
Trebonianus Gallus,Perugia,0206-01-01T00:00:00Z,Point(12.3888 43.1121),Terni,,,,,
Lucius Cornelius Cinna,Rome,-0134-01-01T00:00:00Z,Point(12.482777777 41.893055555),Ancona,Lucius,Cornelia gens,,Lucius Cornelius Cinna,t2266154676
Antinoüs,Bolu,0111-01-01T00:00:00Z,Point(31.6 40.733333333),Nile,,,,,
Antinoüs,Bolu,0111-01-01T00:00:00Z,Point(31.6 40.733333333),Antinoöpolis,,,,,
Terence,Carthage,-0184-01-01T00:00:00Z,Point(10.323461 36.852558),Lake Stymphalia,Publius,Terentia gens,Afer,t2245150349,t2245150352
Galerius,Gamzigrad,0250-01-01T00:00:00Z,Point(22.175 43.9092),Serdica,Gaius,Galeria gens,,,
Ammianus Marcellinus,Antioch on the Orontes,0330-01-01T00:00:00Z,Point(36.181666666 36.204722222),Rome,,,,,
Marcus Junius Brutus,Rome,-0084-01-01T00:00:00Z,Point(12.482777777 41.893055555),Philippi,Marcus,Junia gens,,Marcus Junius Brutus the Elder,Servilia
Valens,Vinkovci,0328-01-01T00:00:00Z,Point(18.8 45.283333333),Edirne,,Flavia gens,,Gratian,
Marcus Fulvius Bambalio,Tusculum,-0100-01-01T00:00:00Z,Point(12.710833333 41.798333333),t2161608323,Marcus,Fulvia gens,,t2161608322,t2161608326
Placidia,Rome,t2256191600,Point(12.482777777 41.893055555),Constantinople,,,,Valentinian III,Licinia Eudoxia
Lucius Cornelius Lentulus,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2230823545,Lucius,Cornelia gens,Lentulus,t2230823547,
Lucius Cornelius Lentulus,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2230823553,Lucius,Cornelia gens,Lentulus,t2230823547,
Nigidius Figulus,Rome,-0097-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2230760825,Publius,Nigidia gens,Figulus,t2230760822,t2230760819
